Country name,Year,GDP,biofuel_share_energy,coal_consumption,electricity_demand,energy_per_capita,fossil_fuel_consumption,greenhouse_gas_emissions,nuclear_consumption,oil_consumption,renewables_consumption,PopDensity,Death rate,Child mortality rate,Fertility rate: children per woman,Age Median,Population,Pop<15,Pop100+,Life ExpectancyM,Life ExpectancyF,Birth rate
Bolivia,1990,23021797376,,,,3810.216,,,0,,,6.5506,11.925,14.04326,4.8899,18.4,7096195,2884732,17,55,57.9,35.84
Trinidad and Tobago,1974,14363102208,,0,,57161.289,59.385,,0,42.485,,202.7857,6.888,4.71863,3.3379,18.9,1040297,398212,29,64.9,68.7,27.477
Tunisia,1976,23993808896,,,,,,,0,,,38.1522,9.612,12.5218,5.9357,16.6,5930005,2603954,6,59,62,38.845
Algeria,1957,27721039872,,,,,,,,,,4.4939,24.179,24.24639,7.3864,17.1,10703259,4703323,72,37.6,43.7,49.245
Mauritania,1995,3768651776,,,,5873.274,,,,,,2.3094,9.39,10.01168,5.8509,16.6,2380345,1052762,12,58.8,61.7,40.733
Mauritania,1992,3186885632,,,,6285.364,,,,,,2.0836,9.375,10.12075,6.0441,16.3,2147536,961181,5,58.9,61.6,40.643
Nigeria,2003,3.87286E+11,,,19.31,2100.657,,6.29,0,,,146.1618,16.541,16.62523,6.1164,17,133119810,57969016,99,47.4,49.5,43.408
Azerbaijan,2011,1.45979E+11,,0.042,18.53,15663.72,139.215,8.24,0,49.828,7.382,113.2258,7.072,3.50137,2.1293,27.5,9359018,2228368,52,66.6,73.3,20.226
Germany,1979,1.7416E+12,,1606.777,,56251.914,4176.208,,147.732,1949.953,58.968,223.5361,12.11,1.59585,1.5005,35.6,77915730,14806910,1070,69.5,76,10.483
Reunion,2003,,,,2.17,14390.12,,1.06,,,,325.9968,5.131,0.82849,2.4285,28.1,814991,234369,63,72.9,81.1,19.122
United Arab Emirates,1966,6609458176,,,,4996.773,,,0,0.912,0,2.5697,10.966,13.84128,6.4941,20.7,182526,65726,0,53.3,58.2,38.814
Peru,1975,1.04552E+11,,1.952,,6065.92,76.652,,0,69.021,17.015,12.0629,12.257,14.72549,5.7095,17,15441500,6716201,240,56.2,59.7,39.466
Israel,1950,5774728192,,,,,,,,,,59.3336,6.452,4.29607,4.47,24.6,1284166,409007,4,66.9,69.6,36.32
Zimbabwe,1967,8082609152,,,,,,,,,,12.2391,12.02,12.25126,7.215,14.6,4734700,2298696,6,54.3,58.1,45.949
New Caledonia,2016,,,,2.96,73955.188,,1.88,0,,,15.5223,5.149,1.37942,2.1074,31.2,283753,67502,81,75.4,83.1,15.632
Mauritania,1990,2908675072,,,,1984.491,,,,,,1.9463,9.614,10.39251,6.056,16.1,2006035,908652,1,58.3,61.2,40.607
Palestine,2020,,,,6.8,3990.178,,0.38,,,,833.7876,3.489,1.63714,3.5704,19,5019407,1981500,14,72.2,76.7,28.8
Haiti,2017,18372038656,,,1,1287.264,,0.61,,,,394.0492,8.014,6.59595,3.0161,22.1,10863546,3642318,3,61.1,66.7,24.98
Suriname,1953,,,,,,,,,,,1.3685,16.4,11.41832,6.5511,17.3,213490,92428,0,50.3,54.5,45.59
Democratic Republic of Congo,1962,21385908224,,,,,,,,,,7.0956,23.547,26.97628,6.1324,17.3,16086081,6873018,35,38.8,41.7,47.369
India,1972,7.53543E+11,,467.683,,1434.118,737.422,,2.621,262.383,95.815,196.0312,16.643,20.8112,5.4815,18.4,582837950,237668270,559,49.7,48.3,39.173
Sri Lanka,1967,25750589440,,0,,954.686,,,0,9.834,1.212,184.5309,8.594,7.53533,4.8546,18.5,11571012,4704347,117,61.3,66.4,33.15
Japan,1975,2.01747E+12,,653.263,,34575.215,3567.659,,71.293,2827.113,247.705,298.3134,6.501,1.30392,1.9402,29.8,112411640,26886912,958,71.7,76.9,17.401
Nauru,2002,,,,0.03,37538.883,,0.02,,,,517.575,8.429,3.62064,3.5329,19.3,10375,4045,0,55.2,62.4,28.404
Belarus,2009,1.5601E+11,0.084,7.177,32.95,28957.873,282.006,14.99,0,105.51,0.556,48.0888,14.54,0.60764,1.521,37.9,9757710,1440435,401,65.5,76.9,11.733
Canada,2020,,0.612,148.405,566.5,100497.281,2387.842,74.8,245.749,1103.03,1174.12,4.1666,8.064,0.49491,1.458,39.9,37888704,6012316,10367,80,84.1,9.804
Cyprus,2012,26403463168,,0.003,4.72,27326.793,,3.13,0,30.69,,125.1685,6.439,0.31172,1.3859,33.6,1156556,190165,65,78.1,82.1,11.762
Saint Pierre and Miquelon,2013,,,,0.04,63525.68,,0.03,,,,26.1087,10.804,1.06955,1.5787,42.1,6027,1076,0,73,81.1,8.1
Botswana,1995,9306935296,,,,7197.263,,,,,,2.7238,10.596,6.52788,3.803,17,1543641,657125,8,51.9,58.2,31.042
Niger,1952,3457195776,,,,,,,,,,2.1707,27.381,32.28178,7.5602,14.3,2749574,1357546,3,35.7,36.6,59.22
Suriname,2019,,,,2.77,21629.324,,0.71,,,,3.8481,7.06,1.80955,2.3942,27.6,600305,162746,40,68.9,75.7,18.409
Canada,1996,9.39604E+11,0,312.526,,117390.445,2139.88,,261.398,1041.771,1072.758,3.2544,7.21,0.66343,1.6377,34.2,29593856,5981090,3129,75.4,81.1,12.409
Philippines,1973,1.31496E+11,,0.217,,2993.451,,,0,113.717,7.02,134.6874,8.583,8.3483,5.8145,15.8,40406230,18469218,840,59.8,63.6,38.526
Grenada,1994,,,,,6923.709,,,,,,303.4529,6.943,1.83417,3.0353,21.5,103194,37398,2,69.1,74.3,23.241
Bahamas,1998,,,,,49993.695,,,,,,58.8649,5.81,1.65285,2.335,25,315410,96653,9,68.2,74.7,20.75
Peru,2019,,1.385,8.186,56.63,9949.632,231.128,12.9,0,140.83,95.467,25.6427,6.006,1.33374,2.2424,27.7,32824864,8875576,1177,73.9,78.5,18.042
Georgia,2016,53661818880,,,11.27,19119.283,,1.25,,,,54.2684,12.411,1.0208,2.1978,36,3771112,745486,101,68.7,78.4,15.471
Estonia,2017,33800136704,0.037,50.302,10.43,59568.551,72.885,8.16,0,17.695,5.599,30.3122,11.889,0.32585,1.5969,40.9,1317550,214442,131,73.5,82,10.506
Seychelles,1997,929711808,,,,29959.361,,,,,,167.465,8.86,1.53336,2.1371,24.2,76554,22862,3,64.1,75.2,18.78
Albania,2011,28452651008,,,7.41,10854.649,,0.14,,,,105.871,7.238,1.21725,1.6713,32.8,2900660,587289,162,75.7,80.8,12.035
Ethiopia,2017,1.81741E+11,,,11.7,794.977,,0.32,,,,108.1979,6.767,5.60262,4.3903,17.7,108197944,44933080,230,62.3,67.5,33.059
Netherlands,2015,7.60077E+11,0.36,128.667,117.55,60683.023,980.515,60.16,10.538,514.126,43.053,506.1064,8.655,0.37947,1.6611,41.2,17041110,2828144,2116,79.7,83.1,10.127
Bolivia,1980,22309322752,,,,3808.848,,,0,,,5.295,15.472,19.55877,5.4741,18.2,5736092,2367401,15,49.8,52.5,39.524
Saint Lucia,1982,390852000,,,,3700.859,,,,,,204.8596,6.274,2.92878,4.3281,16.5,126208,55153,0,67,70.9,34.238
Mozambique,1954,12821422080,,,,,,,,,,7.9315,25.215,31.10614,6.1113,18.8,6237199,2604048,12,37.6,39.9,46.408
Greenland,2012,,,,0.44,64041.523,,0.08,,,,0.1369,7.794,1.20393,2.025,32.8,56217,12212,0,68.8,75,14.164
Costa Rica,1996,29906411520,,,,8493.361,,,,,,71.6066,4.019,1.48905,2.71,23.4,3656235,1220511,53,74.7,79.1,22.058
North Korea,1974,,,,,,,,,,,136.5086,7.513,5.49609,3.1421,19.4,16437012,6479624,1,60,65.3,25.408
Mauritania,2002,5178323968,,,0.5,2004.115,,0.33,,,,2.7377,8.704,9.8617,5.2866,16.7,2821709,1239417,1,59.6,62.9,36.996
Libya,2005,94523187200,,,21.36,39565.172,,13.72,0,,,3.4829,4.53,2.35874,2.7648,22.5,5837994,1825130,16,69.5,74,23.648
Puerto Rico,1988,54560976896,,,,19600.873,,,,,,401.285,7.174,2.23247,2.307,26.6,3487969,985841,709,69.7,78.2,19.105
Philippines,2005,4.2465E+11,0.005,61.837,54.19,3713.324,269.021,24.14,0,175.742,51.295,287.5375,5.513,3.38178,3.4897,20.8,86261250,31488910,1260,68.5,72,27.019
South Korea,1997,9.67605E+11,,406.206,,46366.664,1903.809,,218.732,1342.776,8.582,464.5341,5.198,0.90982,1.5457,29.3,45962390,10119411,1115,70.8,79,14.325
Australia,1975,2.89103E+11,,272.542,,52128.41,678.316,,0,348.104,45.584,1.8076,7.839,1.68463,2.1552,27.1,13886865,3809366,252,69.4,76.4,16.788
Niue,2012,,,,0,14400.746,,0,,,,6.975,12.273,3.17888,2.7912,34.2,1833,485,0,67.7,71,16.309
Rwanda,1990,9760500736,,,,481.078,,,,,,302.3529,15.403,15.0622,6.8727,14.6,7319970,3568505,4,46.5,50.5,44.25
Latvia,2018,46862479360,1.012,0.564,7.63,22506.594,33.352,1.87,0,19.073,10.213,31.106,15.64,0.38971,1.6175,42.9,1935632,300487,273,70.3,79.4,10.019
Montserrat,1988,,,,,5806.108,,,,,,106.4223,11.047,1.84012,2.1076,26.2,10986,2906,0,69.6,73.6,18.332
Faroe Islands,2002,,,,0.23,73905.156,,0.09,,,,33.8,10.539,1.00125,2.5488,34.3,46837,11052,4,75.7,77.7,14.902
Belarus,2021,,0.05,9.897,43.56,31910.822,288.32,18.68,14.514,90.806,2.813,47.204,16.544,0.27184,1.483,40.2,9578172,1612996,904,67.3,77.7,9.283
Ethiopia,1995,42631098368,,,,241.478,,,,,,57.4765,16.892,17.21933,7.0081,15.3,57476540,27115810,73,47.2,49.4,47.648
Australia,1988,4.37913E+11,,413.764,,58299.43,918.73,,0,351.973,44.72,2.1512,7.227,0.98744,1.8376,30.6,16525901,3701784,804,73.2,79.6,14.9
Cayman Islands,2020,,,,0.69,41981.379,,0.47,,,,279.2967,6.414,0.95324,1.4671,36.8,67327,11371,1,72.8,77.7,11.931
Central African Republic,2016,3243622912,,,0.17,307.305,,0,,,,7.8721,11.711,11.80799,6.04,14.5,4904182,2388175,1,51.6,55.4,41.209
Portugal,1950,28072142848,,,,,,,,,,91.5035,12.351,14.3998,3.159,25,8416952,2490824,232,55.8,61,24.367
Venezuela,2017,3.84943E+11,,0.953,100.16,27842.625,664.262,24.39,0,277.255,186.704,33.35,6.735,1.88682,2.2936,26.8,30563430,8611733,90,67.9,76.2,18.502
Togo,1994,4562486272,,,,796.35,,,,,,75.2457,12.615,13.95664,5.7447,16.5,4092613,1817044,0,52.7,55.3,40.27
Chile,2000,2.32506E+11,,37.364,40.09,20023.135,246.58,13.71,0,139.075,60.812,20.3888,4.959,1.11966,1.987,27.9,15351803,4116210,18,73.7,80,15.963
New Caledonia,1998,,,,,35769.176,,,0,,,11.6387,5.115,2.36502,2.5353,25,212771,64498,6,69.3,77.5,21.376
North Macedonia,2006,19516264448,0,16.487,8.8,15953.717,28.506,4.41,0,11.241,4.695,83.5337,8.888,1.4008,1.4595,33.2,2081081,419218,22,71.7,76.4,11.02
Mexico,2019,,0.12,150.415,318.89,17903.295,2056.365,140.85,28.304,972.057,154.77,63.8435,6.931,1.41403,1.9165,28.4,125085310,32194366,9525,70.9,77.6,15.71
China,1995,4.81E+12,,7736.85,,8498.712,9741.276,,36.414,1825.631,574.968,126.89,6.295,4.76484,1.5885,26.1,1218144400,335466270,2209,67.8,72.3,15.454
Cuba,1966,25432225792,,,,,,,,,,77.0945,7.693,6.37793,4.3776,21.1,8230454,3077272,19,65.1,68.6,33.129
Egypt,2001,4.75163E+11,,8.895,79.13,8143.846,550.442,35.4,0,305.734,42.872,73.1873,6.285,4.38929,3.3942,20.2,72854260,26577764,239,66.2,70.4,26.833
Upper-middle-income countries,1990,,0.274,10065.549,,13632.134,24447.934,,436.677,8501.241,2088.945,36.2717,7.327,5.27693,2.6688,23.5,1949992300,594392000,27785,64.9,70.8,24.122
Uzbekistan,2010,1.95138E+11,,9.231,48.1,18563.715,508.449,23.8,0,58.778,22.738,67.2643,6.395,2.87311,2.4407,23.5,28614234,8365746,36,66.7,71.8,22.639
Honduras,1995,17579243520,,,,3302.317,,,,,,53.2925,5.898,4.64149,4.7579,16.2,5812836,2597104,39,65.1,69.4,36.215
Turkmenistan,2001,22282608640,,,8.12,32628.65,,4.89,0,46.027,0.009,9.8634,6.932,6.5975,2.7912,20.4,4635100,1687847,11,61.6,68.8,22.844
Singapore,1990,69065572352,,0.249,,90365.281,,,0,272.583,0.271,4424.903,4.852,0.76742,1.7949,28.3,3022218,652140,20,72.4,77.6,19.574
Mali,1994,10520796160,,,,278.68,,,,,,7.9592,18.189,21.71232,7.0651,15.2,9711802,4573708,0,47.2,48.3,46.379
Montserrat,1982,,,,,5503.981,,,,,,109.6893,12.355,2.76358,2.5008,24,11321,3331,0,68.4,71,21.538
Serbia,1993,36015632384,,,28.96,,,,,,,103.6941,10.95,2.475,1.7019,36.6,7957074,1491581,61,67.9,74.2,11.638
Gabon,1968,2447994624,,,,,,,0,,,2.2261,17.977,17.36438,4.9839,23.8,573621,199145,3,49.8,53.1,34.421
Guinea-Bissau,1987,1098046464,,,,856.821,,,,,,33.0159,21.83,23.51466,6.7173,15.4,928415,436901,19,44,47.6,46.539
Italy,1964,6.15797E+11,,,,,,,,,,172.3043,9.599,4.26846,2.6526,31.3,50997780,12470229,349,67.6,73.2,19.64
Democratic Republic of Congo,1995,24780658688,,,,679.454,,,0,,,19.0934,15.689,17.52259,6.712,16.8,43285788,19168980,360,48.5,52.3,47.093
Nepal,1984,18482688000,,,,192.876,,,,,,116.4662,15.62,18.18605,5.5369,18.4,17141612,7041000,2,50.4,50,40.016
United States Virgin Islands,1993,,,,,123372.18,,,,,,291.84,7.083,1.46517,3.0965,29.5,102157,31083,0,68.5,75.3,21.338
Trinidad and Tobago,2003,29582759936,,0,6.05,115246.711,155.949,3.08,0,20.748,,263.8495,7.048,2.69531,1.7046,27.5,1353552,314872,32,66.7,72.8,14.996
Gambia,1982,1092471040,,,,849.913,,,,,,75.9162,19.826,21.72824,6.3885,16.6,768275,342565,3,44.9,47.9,46.753
Cyprus,2021,,,0.48,5.12,23985.012,,3.07,0,27.052,,134.6524,7.257,0.27108,1.3208,37.6,1244193,198844,116,79.2,83.2,10.313
Qatar,1979,10144609280,,,,193431.438,,,0,5.219,0,22.4726,3.37,3.84679,5.6562,21.7,260382,81684,0,69.6,72,31.683
Slovakia,2000,74412965888,0,49.754,28.08,40591.293,157.799,7.06,46.802,40.865,13.647,109.6545,9.809,1.00757,1.2938,32.9,5376700,1059230,98,69,77.3,10.193
Pakistan,2005,6.41139E+11,,43.609,89.78,3707.498,551.605,32.31,6.973,181.895,87.906,226.1988,8.402,9.90548,4.6368,17.9,174372100,71658120,91,61.2,64,32.867
Bahrain,2009,37946552320,,,21.38,144448.344,,10.55,0,,,1506.325,1.925,0.90862,2.087,28.5,1179460,244396,3,77.3,79.9,16.089
Australia,1966,1.90258E+11,,209.389,,38481.324,423.476,,0,214.048,22.626,1.509,9.036,2.1847,2.8849,27.1,11592675,3413160,155,67.6,74.1,19.211
Nepal,2014,68540932096,,,5.15,1099.445,,0.09,,,,186.5873,6.981,3.77568,2.2932,21.2,27462110,9325053,45,66.4,69.8,22.22
Moldova,1997,14366543872,,,,9500.102,,,,,,133.6229,13.511,3.82413,1.7589,31.3,4393794,1065368,222,61.6,68.6,13.123
Guadeloupe,2003,,,,1.31,23487.152,,0.79,,,,253.9585,6.472,0.97322,2.2097,33.1,413448,101523,82,74.7,81.9,16.686
Colombia,2012,5.45385E+11,1.542,54.56,59.82,10308.172,329.327,8.75,0,180.108,142.606,40.743,4.982,1.71791,1.9297,27.3,45782420,11889103,680,72.5,78.8,16.344
Czechia,2013,2.76286E+11,0.656,196.505,69.05,46623.125,379.33,38.11,80.408,102.039,30.483,136.1936,10.373,0.30257,1.4591,39.6,10514547,1568929,591,75.1,81.2,10.167
Costa Rica,1983,16819422208,,,,6828.286,,,,,,51.3618,3.927,2.57771,3.528,20.4,2622540,946350,17,73.5,76.7,30.275
Antigua and Barbuda,1998,,,,,28243.189,,,,,,164.9364,6.96,1.62257,2.0169,26.7,72589,20511,3,71.1,77,18.474
Tanzania,1983,17822369792,,,,533.521,,,,,,23.9,15.118,17.7809,6.7489,15.3,21170722,10008600,29,49.3,53.9,47.192
United States,2020,,1.538,2556.181,4090.49,73236.141,19917.447,1493.52,2095.404,9032.397,2590.245,36.7246,9.651,0.63817,1.6428,37.5,335942000,62187400,84569,74.6,80.3,10.939
Iraq,2001,1.04532E+11,,,30.35,14176.429,,19.8,0,323.352,10.873,58.5672,6.041,4.36016,4.8371,17.1,25425666,11002938,48,64,70,35.618
Turks and Caicos Islands,1998,,,,,3530.704,,,,,,18.1468,4.165,0.97846,2.7213,26.4,17266,4861,0,72.9,75.1,25.351
Greece,1997,1.96869E+11,0,98.411,45.58,30715.895,322.458,,0,222.059,11.585,83.1316,9.333,0.776,1.3537,36.5,10875274,1714116,1165,75.6,81.2,10.157
Tuvalu,1985,,,,,0,,,,,,277.65,10.286,5.50434,3.9393,21.6,8355,2867,0,58.4,64.5,35.037
Singapore,1973,19504541696,,0.05,,41195.285,,,0,89.276,0,3174.763,5.121,2.21379,2.7947,19.8,2168370,769604,4,66.7,72.9,21.3
Upper-middle-income countries,1980,,0.084,8292.957,,13851.213,21634.869,,233.892,8805.145,1388.179,30.7318,8.184,6.97976,3.0919,21.1,1652165600,588381630,12686,61.3,67.2,24.484
Cameroon,2003,37066948608,,,3.64,1529.664,,0.19,,,,35.0914,12.758,13.37215,5.4626,16.3,16354324,7294523,31,52.5,55.3,41.191
Congo,1957,1800036608,,,,,,,,,,2.867,19.491,22.01595,6.069,18.3,979068,408234,1,43,48,43.845
Guatemala,2000,68715679744,,,5.33,4058.544,,2.15,,,,109.5175,6.19,5.2114,4.5825,16.7,11735893,5115605,119,64,71.1,34.505
Thailand,1950,26094198784,,,,,,,,,,39.9531,20.429,20.61762,6.3365,17.5,20411638,8605014,806,40.9,45.8,43.835
Zimbabwe,1954,4071252992,,,,,,,,,,8.1802,15.933,17.06537,7.1331,16.4,3164515,1428012,4,49,53.1,48.768
Kenya,2019,,,,11.69,1946.341,,1.21,,,,87.7372,7.29,4.27516,3.4685,18.7,50951452,20143480,4032,60.7,65.3,28.46
Saint Vincent and the Grenadines,1998,,,,,6393.317,,,,,,292.7295,7.06,2.22872,2.4158,22.1,114177,37418,12,69,73.4,20.236
Morocco,1955,25487884288,,,,,,,,,,22.9491,24.183,26.5979,6.763,17.8,10242171,4332107,3,39.9,41.8,52.344
Niue,1996,,,,,5481.57,,,,,,8.8442,11.657,2.87656,3.3116,26,2323,695,0,64.3,69.4,20.248
Saint Lucia,1997,951717696,,,,5560.613,,,,,,252.3604,6.556,1.89452,2.6406,21.8,155472,53043,0,69.1,72.4,22.223
Syria,1985,1.05079E+11,,,,10712.741,,,0,,,57.3781,5.424,4.554,6.4762,14.7,10540930,5084097,18,67.4,70.2,40.968
Nepal,1999,37151145984,,,,589.571,,,,,,164.0372,8.544,8.430941,4.0834,18.3,24143162,9867695,3,60.8,63.5,31.391
Denmark,1994,1.68469E+11,,90.271,35.74,47576.793,242.767,,0,120.418,5.289,122.9844,11.749,0.69295,1.801,36.6,5213801,896881,416,72.8,78.1,13.365
Angola,2011,1.40474E+11,,,5.53,3594.49,,1.19,0,,,19.4587,10.63,11.22854,6.1196,16,24259120,11097418,159,55.3,59.9,44.364
Denmark,1988,1.49007E+11,,78.568,,41416.664,211.091,,0,113.998,1.215,120.9159,11.519,0.952,1.5589,35.8,5126107,893927,306,72,77.6,11.448
Indonesia,1986,5.45914E+11,,16.817,,2607.531,427.853,,0,275.736,13.173,88.5094,8.706,9.833071,3.5272,19.6,169135280,64048284,235,60.1,63.3,28.007
Bangladesh,2002,2.26308E+11,,4.249,17.59,1163.139,153.837,8.45,0,42.876,2.186,1030.497,6.597,7.65092,3.0839,20.2,134139820,48829060,98,65.7,67.6,27.968
Germany,1968,1.20414E+12,,1705.439,,40831.562,3115.431,,5.011,1331.123,49.97,222.7626,12.593,2.55842,2.3388,32.9,77646130,18094924,379,67.5,73.4,15.591
Venezuela,2020,,,0.526,93.59,17725.27,328.487,19.06,0,112.35,176.514,31.088,7.575,1.86256,2.2302,27.8,28490458,8115290,43,66.7,75.8,16.213
Western Sahara,1984,,,,,5227.252,,,,,,0.5438,16.764,14.78416,5.3652,20.4,144683,55645,5,43.5,54.7,46.416
Venezuela,2005,3.84107E+11,,0.433,100.81,33737.117,678.992,16.84,0,374.208,220.736,29.1003,5.189,1.85706,2.6288,23.4,26668790,8473852,78,69.1,76.7,22.334
Paraguay,1989,21535528960,,,,16077.275,,,,,,9.7692,6.616,4.72924,4.6393,18.2,3951286,1632928,98,65.8,69.2,34.752
High-income countries,2012,,0.766,12048.41,11081.32,58504.664,56793.773,4823.93,5275.384,27228.113,6361.596,34.0472,8.543,0.57972,1.7014,38.5,1195667000,204445340,253218,77.6,83,11.33
Costa Rica,1984,18139500544,,,,6388.007,,,,,,52.8045,3.975,2.40555,3.5196,20.6,2696205,969161,19,73.3,76.9,30.241
Zimbabwe,1968,8233532416,,,,,,,,,,12.6311,11.813,11.96099,7.1927,14.6,4886355,2370298,6,54.6,58.3,45.949
Bahamas,2008,,,,2.05,46670.273,,1.43,,,,67.7109,6.128,1.6196,1.9902,28,362807,98115,23,69.3,76,16.39
Romania,1966,47832817664,,54.606,,15465.497,294.209,,0,88.137,3.06,83.5441,8.146,5.30061,1.9475,29.5,19221488,4958345,6,67,70.9,14.624
Austria,1955,55950213120,,,,,,,,,,84.1777,12.238,5.33295,2.2915,34.1,6946266,1552169,21,64.6,70.4,15.684
Cape Verde,2004,2022409344,,,0.21,3692.002,,0.14,,,,120.7402,5.175,2.86131,3.0377,18.9,486591,185482,0,67.8,75.8,25.64
Canada,1974,5.17952E+11,,184.777,,101847.945,1658.759,,41.7,1027.002,622.94,2.5087,7.341,1.80708,1.872,26.1,22812430,6146376,684,69.7,76.9,15.372
Micronesia (country),2015,,,,,6471.856,,,,,,156.3736,5.008,2.94906,2.9707,21.6,109477,36195,0,68.2,74.8,21.855
United Arab Emirates,1957,2888693248,,,,,,,,,,1.5971,17.519,23.32357,6.8142,17.3,113443,46908,0,43.6,49.4,42.636
Low-income countries,1969,,,,,,,,0,,,12.1145,21.447,24.76139,6.6866,17,177936860,78264376,168,41.4,44.9,47.97
Tunisia,1983,33229307904,,,,6256.501,,,0,,,45.6236,7.062,7.94544,4.7858,18,7091271,2903756,7,64.1,68.5,33.267
Zimbabwe,2017,21947836416,,,9.57,3068.011,,2.67,0,,,38.1313,8.266,5.57363,3.7064,17.3,14751101,6217928,222,58.2,63,32.516
Bhutan,2013,,,,2.08,24615.076,,0.18,,,,18.9844,6.683,3.57221,2.0875,24.1,728898,204248,8,68.2,71.5,18.218
Norway,2012,4.10365E+11,0.286,9.528,128.72,111982.734,166.534,5.1,0,116.854,395.514,16.4978,8.391,0.30186,1.8493,37.9,5019058,925593,742,79.4,83.4,11.922
Reunion,1984,,,,,8024.492,,,,,,235.1282,5.733,2.16426,2.7449,20.7,587832,197074,7,66.1,75.4,23.874
United States,1967,4.53898E+12,,3316.997,,81423.992,15038.979,,22.865,6988.794,716.695,21.184,9.363,2.58571,2.5223,27.4,193782430,57589750,5705,66.9,74.3,17.435
Austria,1986,1.81933E+11,,45.303,,41816.344,220.942,,0,123.218,95.493,91.7031,11.506,1.19738,1.4492,34.3,7567247,1362863,170,70.9,77.7,11.487
Western Sahara,1993,,,,,4234.019,,,,,,0.7336,8.864,10.3281,4.1038,19.3,195137,82104,0,57.6,60.9,30.173
Nigeria,2005,4.81806E+11,,,22.53,2259.475,,7.71,0,,,154.2549,15.883,15.52513,6.068,17,140490720,61463144,102,48.4,50.3,43.075
Niger,1964,6016752640,,,,,,,,,,3.1081,27.275,32.09002,7.4797,14.4,3937013,1933693,0,36.2,37.2,57.192
Romania,2003,1.99209E+11,,106.617,52.76,20540.846,389.129,26.81,13.653,111.209,38.462,93.3662,14.077,2.17356,1.297,34.7,21481322,3620799,73,66.4,73.3,10.135
Sri Lanka,2003,1.14822E+11,,0.695,7.41,2852.466,,2.98,0,44.725,9.642,307.8412,7.765,1.53999,2.276,27.2,19303182,5050340,683,67.3,76,18.885
Panama,2007,43958181888,,,6.21,20661.121,,1.89,,,,46.2625,4.586,2.3238,2.6303,25.1,3431619,1028279,149,73.2,79.3,21.792
Luxembourg,1984,10000324608,,16.419,,85962.672,31.129,,0,11.779,0.315,141.2276,11.094,1.81732,1.4213,34.6,365787,63947,4,69.6,76.7,11.421
Hungary,1955,48083550208,,,,,,,,,,108.5091,9.928,6.52244,2.8165,29.8,9823339,2527757,15,64.9,68.8,21.436
Portugal,2009,2.6158E+11,0.905,33.217,54.26,27307.855,234.709,21.08,0,153.799,54.517,115.1421,9.873,0.44256,1.3484,40.1,10591341,1624459,1217,76.5,82.9,9.424
Bhutan,1996,,,,,9016.825,,,,,,13.9994,9.189,9.53124,4.3686,18.5,537500,217215,0,59,61.7,30.673
Serbia,2019,,,,36.94,26602.787,,21.65,0,,,96.4483,14.072,0.57758,1.5169,42.5,7401056,1040839,274,73.6,79.7,9.414
Thailand,1985,2.49624E+11,,18.435,,3761.084,179.378,,0,128.483,10.914,99.0329,6.153,4.80342,2.5236,20.9,50594932,17341684,3807,64.1,71.2,22.185
Chile,1971,83697033216,,14.41,,9726.127,82.678,,0,61.72,14.431,13.2603,8.298,8.2622,3.6536,19.8,9984377,3763153,0,60,65.6,28.031
Tajikistan,2011,23726721024,,,16.05,7255.999,,0.4,,,,54.4013,5.808,4.14246,3.4563,20,7784820,2852279,19,65.7,70.8,31.274
Mexico,1998,1.10564E+12,0,68.348,,16610.916,1457.507,,26.29,1054.369,90.375,48.3692,5.086,3.11305,2.8004,21.2,94767290,33270718,10697,69.7,76.1,24.925
Cape Verde,2003,1904397568,,,0.18,3421.961,,0.13,,,,119.1288,5.19,2.97307,3.1506,18.4,480095,188094,0,67.6,74.8,26.413
Angola,1966,13762507776,,,,,,,0,,,4.6419,25.92,28.76517,7.1942,16.5,5787056,2630173,15,36.1,41.7,51.295
Mauritius,1995,14115228672,,,,8915.209,,,,,,571.5308,6.541,2.22535,2.1345,26.3,1160218,319465,11,67,74.4,18.459
Zimbabwe,1953,3864261120,,,,,,,,,,7.9305,16.222,17.436,7.1195,16.7,3067904,1370213,5,48.5,52.7,49.099
Seychelles,2014,2231000064,,,0.42,44650.082,,0.29,,,,214.4442,6.76,1.46518,2.2817,30.5,98016,22924,3,69.7,78.4,16.771
Oman,1962,1085467392,,,,,,,,,,1.8001,27.925,35.36759,7.251,17.9,557143,232114,0,36.3,40.2,53.141
France,1995,1.74967E+12,0.06,170.496,421.36,50173.398,1585.171,,1070.399,1070.697,225.405,104.1393,9.246,0.62166,1.7085,35.4,57420356,11126363,5646,73.8,81.9,12.476
Serbia,2000,46079098880,,,34.96,,,18.22,,,,103.4068,12.58,1.53035,1.391,38.6,7935023,1305626,165,68.5,74.4,9.534
Burundi,1993,5844277760,,,,334.374,,,,,,214.074,24.9,19.03254,7.2724,13.6,5555227,2825614,7,35,39.3,46.026
Senegal,1983,13711421440,,,,1558.116,,,,,,32.0567,15.484,18.7364,7.1893,15.5,6171882,2887529,0,49.7,52.7,46.676
Kosovo,2018,,,,6.06,15358.81,,4.61,,,,156.8053,5.505,0.81787,1.6055,28.9,1709966,407256,104,76.4,81,12.094
Faroe Islands,2001,,,,0.23,76419.406,,0.11,,,,33.3899,10.167,0.8145,2.3543,34.1,46271,10956,4,74.7,79.3,13.849
